,airline_sentiment,airline,name,text,date
3476,negative,United,somstanley,@united i will never be flying with #UnitedAirlines ever again. $285 for checked bags? All under 50lbs? #angrycustomer #unitedairlinessuck,2015-02-19
3477,positive,United,taylreduarte,@united Thanks JT,2015-02-19
3478,neutral,United,Stacycole,@united Trying to locate passenger that landed 2 hrs ago in @HeathrowAirport UA938. can you assist? Is flight still in customs? PLEASE help,2015-02-19
3479,positive,United,TheVintageDJ,@united Thank you! Off to LA to do something very special.,2015-02-19
3480,negative,United,WhaddupWorld,@united The flight turned around for mechanical reasons on 1/30/15.  Never to fly United again as they don't check their planes properly.,2015-02-19
3481,negative,United,WeekendInParis,@united Is it customary to upgrade a flight attendant in uniform vs passengers? One is in 1B on flt 1020 now to IAH,2015-02-19
3482,negative,United,RoyHalimMusic,".@united you should really have that addressed somewhere on the website, find that completely irritating &amp; am unable to take my flight now.",2015-02-19
3483,negative,United,jordanslott,@united UA1740. 4.5 hr mechanical delay all I get is $50 voucher? Will tweet when I book next trip not on UA.,2015-02-19
3484,negative,United,llbeefpatties,@united spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed,2015-02-19
3485,neutral,United,stylistadvocate,@united for a fee...,2015-02-19
3486,negative,United,mlipschits,@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on,2015-02-19
3487,neutral,United,jchatelain,"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments""",2015-02-19
3488,neutral,United,dealswelike,@united any updates with the DOT looking at the united fares from London to the US from last week?,2015-02-19
3489,negative,United,swampynomo,@united thanks ^mr i got rebooked already but I lost my first class seat. Such is life.,2015-02-19
3490,negative,United,cwehrung,"@united booked a flight yesterday, appeared in my account + confirm email but since a few hours all disappeared and err ""no segment in this""",2015-02-19
3491,negative,United,souleyoga,"@united no- we are boarding- but why can't your agents, on the phone, taking care of 1K travellers, link reservations?!?!!",2015-02-19
3492,negative,United,DMSHIPMAN915,"@united EWR ppl told me to call 1800#, have 2x/day since Monday. Still at layover loc. have that ref # tho. Any help appreciated.",2015-02-19
3493,negative,United,jeremydilts,@united Ruth was VERY helpful in re-routing us to Punta Cana when Dulles connection failed. Other reps- NOT so helpful.,2015-02-19
3494,positive,United,lalo_haros,@united Thank you!! 😊,2015-02-19
3495,negative,United,souleyoga,@united we booked at the same time AND he called was told confirmed we were linked. Even after he had to make changes to his rez.,2015-02-19
3496,negative,United,Enix23,@united you board a 630a flight and then Cancelled Flight it because it doesn't have a pilot?  Now I miss my meeting Atlanta because someone slept in?,2015-02-19
3497,neutral,United,SteefFleur,"@united I don't have a milage number. I can't sent my mail to you via DM, you're not following me. I follow you now, so you can sent me a DM",2015-02-19
3498,negative,United,TravelShopVT,@united no response 3 weeks since complaint submitted and 3 days since you all said you would look into it,2015-02-19
3499,negative,United,AndrewEllestad,@united thx. Come hell or high water...,2015-02-19
3500,negative,United,SchoeckSTIC,"@united worried the cold weather or snow would delay us this morning, but no it was the pilots. #stillwaiting",2015-02-19
3501,negative,United,fatt_matt1,@united rushed through the -6 degree weather to get to the airport on time. Too bad the pilots didn't do the same. #stillwaiting.,2015-02-19
3502,neutral,United,katie_sul1,@united refund?,2015-02-19
3503,neutral,United,patrick_maness,@united aisle please,2015-02-19
3504,positive,United,Sebybrubru,@united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon,2015-02-19
3505,negative,United,DMSHIPMAN915,"@united - handed a slip of paper,&amp;said to call 1800#. Have called 2x/day trying to get it sent, still @ layover airport.Have that ref # tho.",2015-02-19
3506,neutral,United,skilleahy,@united @staralliance good.  Maybe that will make up for losing my medallion.  #ProbablyNot,2015-02-19
3507,positive,United,patrick_maness,@united that's fine. I'll take them.,2015-02-19
3508,neutral,United,devonmonique,@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(,2015-02-19
3509,neutral,United,katie_sul1,@united I have.,2015-02-19
3510,negative,United,patrick_maness,"@united to recap, you bounced me off my flight, LIED TO ME, then hung up on me. What am I supposed to think/do now?",2015-02-19
3511,positive,United,MajorBrad,@united thank you! My second flight I already got bumped up to 1st! Love it!,2015-02-19
3512,negative,United,patrick_maness,@united ...she said she would need to get a supervisor. While waiting for the supervisor she hung up on me.,2015-02-19
3513,negative,United,patrick_maness,@united ...just called and lady at your overseas call center said she saw no note. I explained the situation...again...,2015-02-19
3514,negative,United,patrick_maness,@united ...she could not access seat map so she said she would note the upgrade in my itinerary and to call back Late Flightr...,2015-02-19
3515,negative,United,patrick_maness,@united spoke to someone on your feedback line last night who said she would get me a preferred choice seat for today...,2015-02-19
3516,positive,United,ORIMALAYS,"@united all goods, I'll call tomorrow, thanks.",2015-02-19
3517,neutral,United,patrick_maness,@united next day,2015-02-19
3518,neutral,United,TheClayFox,@united I filled out the form but I haven’t received any sort of email confirmation that it’s been received. Is that normal?,2015-02-19
3519,negative,United,ellieINchicago,@united loses my luggage and @hotelstonight loses my reservation. after a 10 hour travel day. I just want to get to @StartingBloc in the am!,2015-02-19
3520,negative,United,ellieINchicago,@united oh flight was fine. my lost luggage? not so much. looks like I'll be at least a half day Late Flight to my conference in Santa Monica...,2015-02-19
3521,negative,United,Sebybrubru,@united 8h flight without a working screen for me and my friend and not possible to move to another place #unitedfails#worsttripofmylife,2015-02-19
3522,neutral,United,AirUKPhoto,@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za,2015-02-18
3523,negative,United,themkhiggy,@united ^GJ flight 1101 didn't have wifi even though it was promised to by your ground crew. #AnotherDisappointment,2015-02-18
3524,negative,United,themkhiggy,@united ^GJ I will. You have to agree that 7+ hours Late Flight for arrival is unacceptable. I only hope and pray my bag is here.,2015-02-18
3525,negative,United,2cJustice4all,"@united : Unhappy with United's service?

Read Ralph Nader's open letter to UAL's CEO.

Leave a comment or RT.

http://t.co/O0745APIau",2015-02-18
3526,neutral,United,jeremymcmillan,@united ok. Can I DM you the info?,2015-02-18
3527,negative,United,jjpd5,@united the best seats should be for paying customers and we should get to board first #badcustomerservice,2015-02-18
3528,negative,United,jjpd5,@united this happens all the time.  United pilots are always in the exit row.  America treats there customers better than their employees.,2015-02-18
3529,negative,United,jjpd5,@united yes when I got to the gate I specifically asked if there where any other seats.  Very discouraging to walk past the crew. 37d,2015-02-18
3530,neutral,United,drooln,"@united KOA-LAX should have fresh food service, right?",2015-02-18
3531,positive,United,annemariee46,@united OMG THANK U😻😻😻,2015-02-18
3532,negative,United,AnneGillaspie,@united unavailable leg that registered hours after being sold out. Only option to offer after 45min was +$400/ticket or Travelocity (2of2),2015-02-18
3533,negative,United,AnneGillaspie,@united error message said couldn't process request at the last step after seat selection on each leg. Agent was unaware of an (1 of 2),2015-02-18
3534,negative,United,Hanagavadi,"@united  4348 soon going to have more wait time for a gate, in empty MSP airport than it was in flight  50 min and still counting...",2015-02-18
3535,negative,United,Hanagavadi,@united ... horrible wait time on 4348 to get a gate  ..shows total miss  management . Value customer time and respect thier sentiment,2015-02-18
3536,negative,United,Hanagavadi,"@united  very disappointed by the service starting from gate operator at BOS , who was  rude in stopping a carry-on bag...",2015-02-18
3537,negative,United,GoldBuyingGirl,@united your service sucks to Mexico from houston. You finally realized that snacks in1st don't work you cheap as);:,2015-02-18
3538,neutral,United,TiffanyHaverly,@united will do. Thank you!,2015-02-18
3539,neutral,United,MikeFromRBLX,"@united Okay, thank you both.",2015-02-18
3540,neutral,United,drooln,"@united they had snacks available, just no fresh food...not sure what happened, but I'm sure we will grab a bite before our SFO connection",2015-02-18
3541,negative,United,alafairburke,"@united if guy on flight 1230 follows through on threat to sue because he couldn’t carry on 3 bags, I will defend you for free.",2015-02-18
3542,neutral,United,KarlSoule,@united done as requested.,2015-02-18
3543,negative,United,alafairburke,@united Pls post video of belligerent jerk ranting at SFO (1230) that's he's going to sue you for making him check his 3rd bag. He's a hoot!,2015-02-18
3544,negative,United,themkhiggy,@united ^GJ I do believe that this is hands down the worst service I've EVER experienced. Makes @comcast look amazing. #UnitedAirlines,2015-02-18
3545,positive,United,froyomama,@united please give special thanks to Aaron in Tampa office for helping me for literally two hours! He's amazing. Mission accomplished!,2015-02-18
3546,negative,United,TiffanyHaverly,@united I can't tell/purchase through the website because they put us on a Lufthansa flight for the first leg.,2015-02-18
3547,neutral,United,TiffanyHaverly,@united Turkish Airlines rebooked us a United flight on our second leg from FRA -&gt; IAD. Is there any way to check if upgrades are available?,2015-02-18
3548,neutral,United,annemariee46,@united hey I left my favorite blanket on the plane bring it back home to me:-(,2015-02-18
3549,negative,United,themkhiggy,"@united ^GJ funny, I did and the attendant recommended me tweeting you letting you know about my subpar customer service. #RunAround",2015-02-18
3550,neutral,United,RoyHalimMusic,@united followed &amp; DM'd.,2015-02-18
3551,neutral,United,dougvansant,@united I want a hotel room and a whiskey.,2015-02-18
